dairy_name,dairy_address,avg_milk_cows,avg_dry_cows,avg_bred_heifers,avg_heifers,avg_calves_4_6_mo,avg_calves_0_3_mo,avg_other,avg_steer,total_manure_excreted_tons,avg_milk_lb_per_cow_day,total_manure_gen_n_after_nh3_losses_lbs,total_manure_gen_n_lbs,total_manure_gen_p_lbs,total_manure_gen_k_lbs,total_manure_gen_salt_lbs,total_ww_gen_gals,total_ww_gen_n_lbs,total_ww_gen_p_lbs,total_ww_gen_k_lbs,total_ww_gen_salt_lbs,applied_n_dry_manure_lbs,applied_p_dry_manure_lbs,applied_k_dry_manure_lbs,applied_salt_dry_manure_lbs,applied_ww_gals,applied_ww_n_lbs,applied_ww_p_lbs,applied_ww_k_lbs,applied_ww_salt_lbs,applied_to_removed_ratio_n,applied_to_removed_ratio_p,applied_to_removed_ratio_k,applied_to_removed_ratio_salt,total_exports_n_lbs,total_exports_p_lbs,total_exports_k_lbs,total_exports_salt_lbs,filename,avg_milk_prod_kg_per_cow,avg_milk_prod_l_per_cow,reported_annual_milk_production_l,total_herd_size,total_applied_n_lbs,total_applied_p_lbs,total_applied_k_lbs,total_applied_salt_lbs,total_reported_n_lbs,total_reported_p_lbs,total_reported_k_lbs,total_reported_salt_lbs,unaccounted_for_n_lbs,unaccounted_for_p_lbs,unaccounted_for_k_lbs,unaccounted_for_salt_lbs,total_ww_gen_liters,wastewater_estimated,wastewater_to_reported,wastewater_to_estimated,wastewater_ratio_discrepancy,calculated_manure_factor,manure_factor_discrepancy,nitrogen_discrepancy,usda_nitrogen_pct_deviation,ucce_nitrogen_pct_deviation,usda_nitrogen_estimate_lbs,ucce_nitrogen_estimate_lbs,estimated_annual_milk_production_l,wastewater_estimated_l,wastewater_to_restimated,total_manure_gen_tons,total_manure_gen_s_lbs,city,region,sub_region,year,county,state,zip,latitude,longitude,consultant,template,manure_factor_avg,manure_factor_std,wastewater_ratio_avg,wastewater_ratio_std,usda_nitrogen_pct_dev_avg,usda_nitrogen_pct_dev_std,ucce_nitrogen_pct_dev_avg,ucce_nitrogen_pct_dev_std,facility_count,CADDID
Dover Dairy,4265 Dover AVE Hanford Kings 93230,2150.0,275.0,1115.0,540.0,475.0,505.0,,,78916.2,68.0,680255.83,971794.04,157604.4,408919.74,1075563.75,54708748.0,182419.99,55244.2,294814.37,2131825.17,132354.72,50096.88,141631.92,0.0,182419.99,182419.99,55244.2,294814.37,2131825.17,1.17,1.64,1.79,1.87,,,,,2023AR_Dover Dairy_4265 Dover Avenue_Kings.pdf,30.844256,31.769583680000004,28120052.75476,,314774.70999999996,105341.07999999999,436446.29000000004,2131825.17,862675.82,212848.59999999998,703734.11,3207388.92,,,,,207095041.76668,11248021.101904001,7.364674724218792,7.364674724218792,0.0,,,,,-28.873523565272457,,956403.106267,28120052.75476,,,,,,,,,,,,,,,,,,,,,,,,,
Dixie Creek Ranch,3601 Lacey Blvd. Hanford Kings 93230,6500.0,0.0,0.0,0.0,0.0,0.0,,,174409.77,80.0,0.0,0.0,387395.35,0.0,0.0,30206388.0,0.0,0.0,316410.29,2308681.03,0.0,0.0,0.0,0.0,209533.95,209533.95,17192.97,316410.29,2308681.03,1.21,0.31,1.09,6.44,,,,,2023AR_Dixie Creek Ranch_3601 Lacey Boulevard_Kings.pdf,36.28736,37.3759808,88674514.448,,209533.95,17192.97,316410.29,2308681.03,0.0,387395.35,316410.29,2308681.03,,,,,114343563.19908,35469805.7792,1.2894749287421552,1.2894749287421552,0.0,,,,,-100.0,,1973530.0,88674514.448,,,,,,,,,,,,,,,,,,,,,,,,,
Dutra & Dutra Dairy,7480 5th AVE Hanford Kings 93230,470.0,75.0,45.0,40.0,30.0,0.0,,,13721.86,0.0,0.0,176588.47,0.0,88156.6,0.0,0.0,8599.42,1053.62,10384.52,0.0,3827.76,1275.92,6161.76,0.0,8599.42,8599.42,1053.62,10384.52,57547.95,0.0,0.0,0.0,0.0,,,,,2023AR_Dutra & Dutra Dairy_7480 5th Avenue_Kings.pdf,0.0,0.0,0.0,,12427.18,2329.54,16546.28,57547.95,8599.42,1053.62,98541.12000000001,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,176025.5531544,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
DOUBLE N DAIRY,12700 EVERETT AVE HANFORDCA Kings 93230,935.0,100.0,0.0,0.0,160.0,0.0,,,25829.38,0.0,0.0,338571.67,55810.63,178446.83,0.0,0.0,0.0,0.0,78883.44,0.0,8640.0,4240.0,14740.0,415996.2,61716.64,61716.64,11790.01,78883.44,487054.05,0.0,0.0,0.0,0.0,,,,,2023AR_Double N Dairy_12700 Everett Avenue_Kings.pdf,0.0,0.0,0.0,,70356.64,16030.01,93623.44,903050.25,0.0,55810.63,257330.27,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,320170.9820192,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Joe B Pacheco Dairy,16025 6 1/2 AVE Hanford Kings 93230,1090.0,110.0,200.0,200.0,0.0,0.0,,,33422.36,0.0,0.0,421926.75,70654.2,208028.93,0.0,0.0,168471.57,15546.87,150928.53,0.0,0.0,0.0,0.0,0.0,168471.57,168471.57,15546.87,150928.53,816041.96,0.0,0.0,0.0,0.0,,,,,2023AR_Tony Cox Dairy #4_16025 6 1-2 Avenue_Kings.pdf,0.0,0.0,0.0,,168471.57,15546.87,150928.53,816041.96,168471.57,86201.06999999999,358957.45999999996,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,408776.236592,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
FIatIand Farms,8431 15th AVE Hanford Kings 93230,875.0,75.0,250.0,275.0,100.0,0.0,,,27884.83,0.0,0.0,348651.06,57811.44,161821.82,0.0,0.0,32346.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18285.62,18285.62,3208.37,23345.21,118194.99,0.0,0.0,0.0,0.0,,,,,"2023AR_Flatland Farms, LLC_8483 15th Avenue_Kings.pdf",0.0,0.0,0.0,,18285.62,3208.37,23345.21,118194.99,32346.11,57811.44,161821.82,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,350458.986789,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
White River Dairy,20784 Laurel AVE Stratford Kings 93266,584.0,74.0,256.0,285.0,104.0,156.0,,,22145.14,0.0,0.0,273993.88,44568.89,111841.39,0.0,0.0,0.0,8357.02,0.0,0.0,22429.87,4804.43,16317.78,206366.4,81869.71,81869.71,8357.02,81231.9,604733.78,0.0,0.0,0.0,0.0,,,,,2023AR_White River Dairy_20784 Laurel Avenue_Kings.pdf,0.0,0.0,0.0,,104299.58,13161.45,97549.68,811100.18,0.0,52925.91,111841.39,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,269503.51827188005,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Bar E Dairy,6970 Corona AVE Kingsburg Kings 93631,969.0,148.0,0.0,0.0,0.0,0.0,,,26361.87,0.0,0.0,343071.97,56942.65,181752.64,0.0,0.0,0.0,0.0,85572.13,0.0,0.0,0.0,0.0,0.0,59266.75,59266.75,8529.81,85572.13,400093.1,0.0,0.0,0.0,0.0,,,,,2023AR_Bar E Dairy_6740 Corona Avenue_Kings.pdf,0.0,0.0,0.0,,59266.75,8529.81,85572.13,400093.1,0.0,56942.65,267324.77,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,339143.54,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,"2023AR_Jackson Dairy, LLC_8637 Jackson Avenue_Kings.pdf",0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Garcia & Sons Dairy,15315 17th Avenue Lemoore Kings 93245,40.0,0.0,70.0,40.0,0.0,0.0,,,2166.72,0.0,0.0,24161.1,4094.14,7791.77,0.0,0.0,12270.39,1172.74,10713.62,0.0,8776.01,2759.75,14847.46,193288.9,12270.39,12270.39,1172.74,10713.62,158100.1,0.0,0.0,0.0,0.0,,,,,2023AR_Garcia & Sons Dairy_15405 17th Avenue_Kings.pdf,0.0,0.0,0.0,,21046.4,3932.49,25561.08,351389.0,12270.39,5266.88,18505.39,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,24363.665062800002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
DoubIe N Dairy II,18104 Everett AVE Laton Kings 93242,815.0,100.0,0.0,0.0,125.0,50.0,,,22624.91,0.0,0.0,296775.53,48625.45,154473.65,0.0,0.0,0.0,0.0,60553.28,0.0,0.0,0.0,0.0,0.0,61176.09,61176.09,8859.51,60553.28,403486.8,0.0,0.0,0.0,0.0,,,,,2023AR_Double N Dairy ll_18104 Everett Avenue_Kings.pdf,0.0,0.0,0.0,,61176.09,8859.51,60553.28,403486.8,0.0,48625.45,215026.93,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,284291.9834585,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Garcia Dairy,6571 Fargo AVE Hanford Kings 93230,505.0,40.0,10.0,25.0,0.0,0.0,,,13864.24,70.0,125991.92,179988.45,30198.51,96712.16,246977.25,16824000.0,52385.68,10801.48,65482.95,407419.59,33197.44,4679.36,6469.12,206348.8,52385.68,52385.68,10801.48,65482.95,407419.59,1.64,1.25,1.08,2.67,,,,,2023AR_Antonio Garcia Dairy_6571 Fargo Avenue_Kings.pdf,31.75144,32.703983199999996,6505639.858059999,,85583.12,15480.84,71952.06999999999,613768.39,178377.6,40999.99,162195.11,654396.8400000001,,,,,63685737.84,2602255.943224,9.789311924652294,9.789311924652294,0.0,,,,,-25.60735483534056,,169360.7207018,6505639.858059999,,,,,,,,,,,,,,,,,,,,,,,,,
Sozinho Jerseys,4615 ExceIsior AVE Hanford Kings 93230,1050.0,95.0,130.0,100.0,100.0,0.0,,,30340.61,0.0,0.0,389978.87,0.0,198325.29,0.0,0.0,205629.76,17942.41,148048.31,0.0,0.0,0.0,0.0,0.0,205629.76,205629.76,17942.41,148048.31,892762.62,0.0,0.0,0.0,0.0,,,,,2023AR_Sozinho Jerseys Dairy_4615 Excelsior Avenue_Kings.pdf,0.0,0.0,0.0,,205629.76,17942.41,148048.31,892762.62,205629.76,17942.41,346373.6,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,376896.1123024,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Anita Dairy,4356 Kansas AVE Hanford Kings 93230,338.0,32.0,53.0,60.0,26.0,0.0,,,10549.57,0.0,0.0,133844.01,0.0,65840.45,0.0,0.0,25934.05,0.0,57049.95,0.0,0.0,0.0,0.0,0.0,25934.05,25934.05,5653.61,57049.95,288778.99,0.0,0.0,0.0,0.0,,,,,2023AR_Santa Anita Dairy_4356 Kansas Avenue_Kings.pdf,0.0,0.0,0.0,,25934.05,5653.61,57049.95,288778.99,25934.05,0.0,122890.4,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,125854.20266535999,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
—LU/AR Dairy,6121 15th AVE Hanford Kings 93230,1000.0,0.0,0.0,0.0,0.0,0.0,,,25651.5,70.0,234766.07,335380.1,56777.83,191509.23,470850.0,24740000.0,125419.22,16112.8,143567.3,840107.34,258056.55,87902.14,202854.08,2805593.4,125419.22,125419.22,16112.8,143567.3,840107.34,0.74,1.42,1.19,1.63,,,,,2023AR_Lu-Ar Dairy_6121 15th Ave_Kings.pdf,31.75144,32.703983199999996,11936953.867999999,,383475.77,104014.94,346421.38,3645700.7399999998,360185.29000000004,72890.63,335076.53,1310957.3399999999,,,,,93651043.4,4774781.5472,7.845472507944857,7.845472507944857,0.0,,,,,-22.67766616164943,,303620.0,11936953.867999999,,,,,,,,,,,,,,,,,,,,,,,,,
Mattos Bro. 44,4555 Kansas AVE Hanford Kings 93230,0.0,0.0,0.0,596.0,0.0,0.0,,,5388.11,0.0,0.0,52195.0,8833.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2023AR_Mattos Dairy #4_4555 Kansas Ave_Kings.pdf,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,8833.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,66204.03252208,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquim Mattos & FamiIy Dairy,4790 Kansas AVE Hanford Kings 93230,1041.0,80.0,420.0,180.0,420.0,0.0,,,35713.62,0.0,0.0,450119.55,73655.16,202780.79,0.0,0.0,80837.0,14161.32,0.0,0.0,54296.32,13845.65,49348.05,1464140.41,80837.0,80837.0,14161.32,115564.36,734166.0,0.0,0.0,0.0,0.0,,,,,2023AR_Joaquim Mattos & Family Dairy_4790 Kansas Avenue_Kings.pdf,0.0,0.0,0.0,,135133.32,28006.97,164912.41,2198306.41,80837.0,87816.48000000001,202780.79,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,422557.6151884,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Dairy,10736 1 1/2 Avenue Hanford Kings 93230,590.0,1085.0,400.0,0.0,0.0,0.0,,,35168.25,0.0,0.0,433846.76,66060.57,112990.44,0.0,0.0,100384.24,14887.79,173782.21,0.0,0.0,0.0,0.0,0.0,100384.24,100384.24,14887.79,173782.21,958970.35,0.0,0.0,0.0,0.0,,,,,2023AR_Phoenix Dairy_10736 1 1-2 Avenue_Kings.pdf,0.0,0.0,0.0,,100384.24,14887.79,173782.21,958970.35,100384.24,80948.36000000002,286772.65,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,552995.736592,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
J.D. MeIlo Dairy,15609 GrangeviIle BLVD Hanford Kings 93230,980.0,100.0,500.0,950.0,330.0,350.0,,,43083.56,0.0,0.0,514764.19,82965.95,185747.46,0.0,0.0,135409.91,14903.37,132595.2,0.0,37560.0,14000.0,76560.0,967432.56,135409.91,135409.91,14903.37,132595.2,760129.28,0.0,0.0,0.0,0.0,,,,,2023AR_JD Mello Dairy_15609 Grangeville Boulevard_Kings.pdf,0.0,0.0,0.0,,172969.91,28903.370000000003,209155.2,1727561.84,135409.91,97869.31999999999,318342.66000000003,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,514154.65622760006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra BIanca Ranch 42,15010 5th AVE Hanford Kings 93230,1.0,0.0,123.0,107.0,0.0,0.0,,,2342.69,0.0,0.0,22170.05,3751.99,194.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2023AR_Sierra Blanca Ranch #2_15010 5th Avenue_Kings.pdf,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3751.99,194.79,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,25852.1560404,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Over the Moon Dairy,9455 2nd Avenue Hanford Kings 93230,234.0,29.0,44.0,0.0,0.0,0.0,,,7024.26,0.0,0.0,89742.36,15021.37,45581.85,0.0,0.0,22579.33,0.0,30851.63,0.0,48523.44,17760.54,48833.06,0.0,22579.33,22579.33,5010.17,30851.63,198363.4,0.0,0.0,0.0,0.0,,,,,2023AR_Over The Moon Dairy_9455 Second Avenue_Kings.pdf,0.0,0.0,0.0,,71102.77,22770.71,79684.69,198363.4,22579.33,15021.37,76433.48,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,84739.60602512,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Veenendaal Dairy L.P.,3678 Houston Ave. Hanford Kings 93230,1010.0,100.0,300.0,100.0,0.0,0.0,,,31305.31,0.0,0.0,393394.1,65893.65,192760.75,0.0,0.0,132760.91,15170.68,86881.27,0.0,22200.0,3000.0,11400.0,138000.0,132760.91,132760.91,15170.68,86881.27,637802.38,0.0,0.0,0.0,0.0,,,,,2023AR_Henry Veenendaal Dairy_3678 Houston Avenue_Kings.pdf,0.0,0.0,0.0,,154960.91,18170.68,98281.27,775802.38,132760.91,81064.32999999999,279642.02,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,381450.436592,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
Flint Dairy,6511 Flint Ave. Hanford Kings 93230,2390.0,295.0,455.0,0.0,0.0,0.0,,,81409.12,91.0,0.0,0.0,0.0,0.0,0.0,63894000.0,0.0,0.0,441062.82,2084719.28,0.0,0.0,0.0,0.0,419209.26,419209.26,47799.82,413931.34,1960341.39,1.28,0.5,0.86,1.28,,,,,2023AR_Flint Dairy_6511 Flint Avenue_Kings.pdf,41.276872,42.51517816,41665937.476254,,419209.26,47799.82,413931.34,1960341.39,0.0,0.0,441062.82,2084719.28,,,,,241864986.54000002,16666374.990501601,5.8048612653403575,5.8048612653403575,0.0,,,,,-100.0,,865761.3691234,41665937.476254,,,,,,,,,,,,,,,,,,,,,,,,,
MeIlo D Jerseys,14803 GrangeviIle BLVD Hanford Kings 93230,888.0,100.0,0.0,0.0,0.0,0.0,,,23639.5,0.0,0.0,310617.13,0.0,0.0,0.0,0.0,160581.19,0.0,110808.69,0.0,0.0,0.0,0.0,0.0,160581.19,160581.19,9255.18,110808.69,694653.41,0.0,0.0,0.0,0.0,,,,,2023AR_Mello D Jerseys_14803 Grangeville Boulevard_Kings.pdf,0.0,0.0,0.0,,160581.19,9255.18,110808.69,694653.41,160581.19,0.0,110808.69,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,299976.56,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
F&S Brasil,14315 Kent AVE Hanford Kings 93230,1475.0,205.0,415.0,455.0,0.0,0.0,,,50422.87,0.0,0.0,625977.79,104738.77,0.0,0.0,0.0,166501.91,56146.17,354388.77,0.0,0.0,0.0,0.0,0.0,166501.91,166501.91,56146.17,354388.77,1640747.48,0.0,0.0,0.0,0.0,,,,,2023AR_F&S Brasil Dairy_14235 Kent Avenue_Kings.pdf,0.0,0.0,0.0,,166501.91,56146.17,354388.77,1640747.48,166501.91,160884.94,354388.77,0.0,,,,,0.0,0.0,,,,,,,,-100.0,,606721.7145876,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
